airline_name,month,origin_city,total_flights,delayed_flights,lat,lon
United Airlines,1,"Denver, CO",8451,1747.0,39.8561,-104.6737
United Airlines,1,"Houston, TX",5860,1163.0,29.9804,-95.3397
United Airlines,1,"Las Vegas, NV",1288,185.0,36.084,-115.1537
United Airlines,1,"Los Angeles, CA",2163,266.0,33.9416,-118.4085
United Airlines,1,"New York, NY",633,55.0,40.6413,-73.7781
United Airlines,1,"Phoenix, AZ",952,96.0,33.4342,-112.0081
United Airlines,1,"San Francisco, CA",4298,522.0,37.6213,-122.379
United Airlines,1,"Seattle, WA",609,70.0,47.4502,-122.3088
United Airlines,2,"Atlanta, GA",530,65.0,33.6407,-84.4277
United Airlines,2,"Charlotte, NC",256,41.0,35.214,-80.9431
United Airlines,2,"Chicago, IL",6342,1248.0,41.9742,-87.9073
United Airlines,2,"Dallas/Fort Worth, TX",706,92.0,32.8998,-97.0403
United Airlines,2,"Denver, CO",7689,1381.0,39.8561,-104.6737
United Airlines,2,"Houston, TX",5349,1027.0,29.9804,-95.3397
United Airlines,2,"Las Vegas, NV",1235,186.0,36.084,-115.1537
United Airlines,2,"Los Angeles, CA",1925,248.0,33.9416,-118.4085
United Airlines,2,"New York, NY",584,65.0,40.6413,-73.7781
United Airlines,2,"Phoenix, AZ",920,87.0,33.4342,-112.0081
United Airlines,2,"San Francisco, CA",3956,639.0,37.6213,-122.379
United Airlines,2,"Seattle, WA",555,81.0,47.4502,-122.3088
United Airlines,3,"Atlanta, GA",563,82.0,33.6407,-84.4277
United Airlines,3,"Charlotte, NC",342,51.0,35.214,-80.9431
United Airlines,3,"Chicago, IL",7923,1609.0,41.9742,-87.9073
United Airlines,3,"Dallas/Fort Worth, TX",793,109.0,32.8998,-97.0403
United Airlines,3,"Denver, CO",8852,1516.0,39.8561,-104.6737
United Airlines,3,"Houston, TX",5870,1120.0,29.9804,-95.3397
United Airlines,3,"Las Vegas, NV",1382,172.0,36.084,-115.1537
United Airlines,3,"Los Angeles, CA",2272,287.0,33.9416,-118.4085
United Airlines,3,"New York, NY",654,101.0,40.6413,-73.7781
United Airlines,3,"Phoenix, AZ",1121,144.0,33.4342,-112.0081
United Airlines,3,"San Francisco, CA",4610,778.0,37.6213,-122.379
United Airlines,3,"Seattle, WA",660,94.0,47.4502,-122.3088
